"SmedID","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","annotations","tissue"
"SMED30025753",1.93630973830427e-262,-0.252212622043144,0.333,0.485,6.51936125789663e-258,5,NA,"Cathepsin"
"SMED30025753",1.59610829785265e-123,-0.290885963512837,0.235,0.482,5.37393702804009e-119,25,NA,"Neural"
"SMED30025753",0,-0.282889596370469,0.337,0.488,0,4,NA,"Stem Cells"
"SMED30025753",5.67965148167695e-88,-0.302107060733419,0.24,0.482,1.91228185736581e-83,34,NA,"Parenchymal"
"SMED30025753",5.33808898493147e-82,-0.276551344856071,0.269,0.482,1.79728118033658e-77,30,NA,"Parenchymal"
"SMED30025753",8.66848829707053e-67,-0.282679943969775,0.265,0.481,2.91859332474068e-62,40,NA,"Intestine"
"SMED30025753",3.97557309797474e-175,-0.26879390143725,0.261,0.483,1.33853570635711e-170,14,NA,"Parenchymal"
"SMED30025753",9.01010032232215e-26,-0.281800393017384,0.249,0.48,3.03361067752264e-21,74,NA,"Epidermis"
"SMED30025753",1.09650908869307e-159,-0.265461176504716,0.256,0.483,3.6918364507207e-155,16,NA,"Parenchymal"
"SMED30025753",3.24877833552268e-29,-0.264403227506758,0.275,0.481,1.09383117778713e-24,64,NA,"Neural"
"SMED30025756",0,0.435046439889298,0.373,0.002,0,42,"Peptidase inhibitor 16","Parenchymal"
"SMED30025808",0,1.25941529831111,0.593,0.005,0,43,"SCO-spondin","Parenchymal"
"SMED30025821",8.97022850225554e-110,0.284517532916764,0.439,0.203,3.02018623442442e-105,48,"Multiple PDZ domain protein","Neural"
"SMED30025821",6.92484108090847e-222,0.298453661730596,0.463,0.202,2.33152474353107e-217,29,"Multiple PDZ domain protein","Neural"
"SMED30025821",1.65640617088255e-95,0.261270842361915,0.443,0.203,5.57695393674446e-91,54,"Multiple PDZ domain protein","Neural"
"SMED30025821",1.33458826811163e-98,0.281083305427942,0.464,0.203,4.49342523990503e-94,59,"Multiple PDZ domain protein","Neural"
"SMED30025821",0,0.259481897759332,0.473,0.199,0,12,"Multiple PDZ domain protein","Neural"
"SMED30025821",0,0.379730586233248,0.551,0.201,0,26,"Multiple PDZ domain protein","Neural"
"SMED30025821",4.65258274473512e-44,0.260575776860639,0.492,0.204,1.56647808432487e-39,84,"Multiple PDZ domain protein","Parenchymal"
"SMED30025821",3.36001885798071e-52,0.276606232547991,0.471,0.204,1.13128474929353e-47,81,"Multiple PDZ domain protein","Neural"
"SMED30025821",0,0.278206915057634,0.454,0.196,0,8,"Multiple PDZ domain protein","Neural"
"SMED30025852",0,0.582198327557811,0.531,0.002,0,61,"PKD1L-2","Neural"
"SMED30025852",0,0.40478334519564,0.167,0.003,0,50,"PKD1L-2","Neural"
"SMED30025889",0,0.347101394018381,0.319,0.008,0,10,"Transient receptor potential ion channel ML a","Cathepsin"
"SMED30025902",0,0.26555204489644,0.331,0.066,0,3,"Sperm flagellar protein 2","Protonephridia"
"SMED30025902",0,0.265479437480746,0.338,0.075,0,12,"Sperm flagellar protein 2","Neural"
"SMED30025925",0,0.968746746551523,0.622,0.006,0,41,NA,"Neural"
"SMED30026072",0,0.381700169541741,0.369,0.009,0,20,NA,"Neural"
"SMED30026072",0,0.543792802861649,0.464,0.009,0,29,NA,"Neural"
"SMED30026109",0,0.333655729543674,0.463,0.132,0,7,"Hydrocephalus-inducing-like protein","Neural"
"SMED30026109",0,0.457833687995862,0.56,0.135,0,12,"Hydrocephalus-inducing-like protein","Neural"
"SMED30026109",0,0.424993739791291,0.51,0.123,0,3,"Hydrocephalus-inducing-like protein","Protonephridia"
"SMED30026109",0,0.373254386228374,0.494,0.139,0,20,"Hydrocephalus-inducing-like protein","Neural"
"SMED30026124",0,0.301048246109663,0.361,0.067,0,3,"Dynein heavy chain 3, axonemal","Protonephridia"
"SMED30026176",0,0.92972730743675,0.704,0.004,0,26,NA,"Neural"
"SMED30026248",0,0.429026134639076,0.395,0.011,0,27,"Receptor-type tyrosine-protein phosphatase T","Cathepsin"
"SMED30026267",0,0.428945813055404,0.28,0.011,0,45,NA,"Cathepsin"
"SMED30026337",2.34504038858591e-130,0.335912256197577,0.573,0.286,7.89551648432989e-126,51,"Ankyrin-2","Neural"
"SMED30026337",1.3336934464016e-248,0.286856947984754,0.569,0.285,4.49041246468954e-244,26,"Ankyrin-2","Neural"
"SMED30026337",5.40399869376774e-56,0.255646216689247,0.515,0.287,1.81947232020466e-51,62,"Ankyrin-2","Neural"
"SMED30026337",0,0.491535735932633,0.7,0.285,0,37,"Ankyrin-2","Neural"
"SMED30026337",5.06485373577834e-95,0.267484702228529,0.503,0.286,1.70528560429921e-90,42,"Ankyrin-2","Parenchymal"
"SMED30026350",0,0.263280664491699,0.282,0.031,0,17,"slc26a-8","Epidermis"
"SMED30026364",0,0.307478626823532,0.317,0.014,0,13,"SMED-P53","Epidermis"
"SMED30026394",0,0.258493270972161,0.22,0.002,0,17,NA,"Epidermis"
"SMED30026531",2.23280164021226e-118,0.257287941658394,0.468,0.293,7.51761984243067e-114,23,"cytochrome c oxidase subunit II","Protonephridia"
"SMED30026531",0,0.277444654812802,0.546,0.29,0,13,"cytochrome c oxidase subunit II","Epidermis"
"SMED30026531",0,0.382802221659586,0.582,0.279,0,4,"cytochrome c oxidase subunit II","Stem Cells"
"SMED30026580",0,0.298228987987443,0.297,0.003,0,20,"Phospholipid scramblase 1","Neural"
"SMED30026586",5.009165120909e-161,0.709591076191966,0.635,0.21,1.68653580455885e-156,81,"Protocadherin Fat","Neural"
"SMED30026586",1.40423688757479e-91,0.287647849024978,0.479,0.21,4.72792517677557e-87,61,"Protocadherin Fat","Neural"
"SMED30026586",0,0.276945551253529,0.436,0.203,0,8,"Protocadherin Fat","Neural"
"SMED30026586",3.74446941858429e-80,0.277248837356888,0.519,0.21,1.26072540854314e-75,73,"Protocadherin Fat","Protonephridia"
"SMED30026586",0,0.287339767781611,0.479,0.196,0,3,"Protocadherin Fat","Protonephridia"
"SMED30026586",9.80517845581965e-225,0.433207748827747,0.501,0.209,3.30130553428992e-220,41,"Protocadherin Fat","Neural"
"SMED30026600",0,1.74891746302442,0.701,0.004,0,67,NA,"Parenchymal"
"SMED30026612",1.96628669300839e-126,0.285782399838278,0.229,0.039,6.62029066668996e-122,76,"Intermediate filament b-like protein","Epidermis"
"SMED30026612",0,0.281156289916072,0.182,0.026,0,2,"Intermediate filament b-like protein","Epidermis"
"SMED30026628",0,0.464308730785583,0.324,0.004,0,77,"Short transient receptor potential channel 4","Neural"
"SMED30026663",0,0.400168376276707,0.574,0.134,0,9,"Tropomyosin-2","Muscle"
"SMED30026663",0,0.512007440183389,0.601,0.143,0,24,"Tropomyosin-2","Muscle"
"SMED30026663",0,0.653184524092319,0.639,0.099,0,0,"Tropomyosin-2","Muscle"
"SMED30026663",9.51752579193247e-166,0.345784413340653,0.541,0.146,3.20445575888574e-161,73,"Tropomyosin-2","Protonephridia"
"SMED30026676",0,1.03013670223011,0.852,0.01,0,52,"slc39a-10","Neural"
"SMED30026676",0,0.440496691632033,0.319,0.009,0,18,"slc39a-10","Neural"
"SMED30026686",0,0.330054055277747,0.412,0.123,0,29,"Ferredoxin-dependent glutamate synthase 2, putative","Neural"
"SMED30026746",0,1.17467413753665,0.694,0.005,0,41,NA,"Neural"
"SMED30026808",0,0.272141194563724,0.271,0.03,0,2,"Calcium-binding protein","Epidermis"
"SMED30026848",0,0.31914056734307,0.295,0.001,0,42,"Venom allergen","Parenchymal"
"SMED30026887",0,0.502890076911259,0.516,0.065,0,0,"Myosin light chain protein","Muscle"
"SMED30026887",3.17047358391027e-128,0.266751022935903,0.402,0.105,1.06746675096675e-123,73,"Myosin light chain protein","Protonephridia"
"SMED30026887",0,0.295162653118655,0.42,0.096,0,9,"Myosin light chain protein","Muscle"
"SMED30026887",0,0.40515837354373,0.498,0.101,0,24,"Myosin light chain protein","Muscle"
"SMED30026933",0,0.535712992721128,0.227,0.003,0,46,NA,"Parenchymal"
"SMED30026964",0,0.583428717966664,0.554,0.022,0,52,"Rab effector MyRIP","Neural"
"SMED30026964",0,0.947309067300275,0.75,0.02,0,37,"Rab effector MyRIP","Neural"
"SMED30027038",0,0.318845358487989,0.29,0.005,0,7,"PKD1L-1","Neural"
"SMED30027045",0,1.51493764143351,0.992,0.003,0,75,NA,"Neural"
"SMED30027069",0,0.414331583745181,0.435,0.046,0,37,"Tensin-1","Neural"
"SMED30027074",0,0.312898734803176,0.362,0.06,0,0,NA,"Muscle"
"SMED30027074",0,0.360828083326236,0.425,0.084,0,24,NA,"Muscle"
"SMED30027229",0,0.308829936006116,0.287,0.001,0,49,"Endoglucanase","Neural"
"SMED30027307",0,1.640255849965,0.837,0.003,0,72,"X1.A.B7.1","Parenchymal"
"SMED30027315",0,0.72013047723264,0.694,0.206,0,11,NA,"Protonephridia"
"SMED30027315",0,0.506068821581721,0.587,0.184,0,2,NA,"Epidermis"
"SMED30027315",0,0.58732217298703,0.7,0.19,0,3,NA,"Protonephridia"
"SMED30027315",1.77623245308611e-118,0.316499249109125,0.612,0.217,5.98039704629564e-114,73,NA,"Protonephridia"
"SMED30027315",0,0.321381101693251,0.494,0.215,0,23,NA,"Protonephridia"
"SMED30027349",0,0.969872982417981,0.603,0.029,0,10,"Proactivator polypeptide","Cathepsin"
"SMED30027378",0,0.464137184357196,0.609,0.223,0,4,"60S ribosomal protein L3","Stem Cells"
"SMED30027378",0,0.429803810972432,0.634,0.235,0,13,"60S ribosomal protein L3","Epidermis"
"SMED30027460",1.02488669954432e-220,0.477726299476244,0.753,0.218,3.45069102869576e-216,73,"Troponin I","Protonephridia"
"SMED30027460",0,0.867239885173864,0.805,0.162,0,0,"Troponin I","Muscle"
"SMED30027460",0,-0.253203809727404,0.1,0.23,0,2,"Troponin I","Epidermis"
"SMED30027460",0,0.713043174028801,0.757,0.213,0,24,"Troponin I","Muscle"
"SMED30027460",0,-0.283440040621633,0.075,0.227,0,3,"Troponin I","Protonephridia"
"SMED30027460",0,0.691029200853879,0.818,0.201,0,9,"Troponin I","Muscle"
"SMED30027466",0,0.299635576016973,0.302,0.007,0,26,"FMRFamide-activated amiloride-sensitive sodium channel","Neural"
"SMED30027498",0,0.430981729638148,0.358,0.008,0,27,NA,"Cathepsin"
"SMED30027540",1.313852947699e-294,0.294995345878705,0.258,0.042,4.42361148960778e-290,55,"Cathepsin F","Cathepsin"
"SMED30027540",0,0.368312683889791,0.341,0.04,0,27,"Cathepsin F","Cathepsin"
"SMED30027540",0,0.385547622787548,0.372,0.035,0,10,"Cathepsin F","Cathepsin"
"SMED30027563",0,0.283098917950783,0.304,0.016,0,84,"Ras and EF-hand domain-containing protein homolog","Parenchymal"
"SMED30027667",1.35367601606249e-222,0.253310243988342,0.225,0.04,4.55769177848079e-218,55,"Metalloendopeptidase","Cathepsin"
"SMED30027667",0,0.281675917761165,0.254,0.04,0,45,"Metalloendopeptidase","Cathepsin"
"SMED30027667",0,0.694334504464656,0.547,0.029,0,10,"Metalloendopeptidase","Cathepsin"
"SMED30027667",0,0.366353813338169,0.273,0.039,0,31,"Metalloendopeptidase","Cathepsin"
"SMED30027813",0,0.414066060043062,0.394,0.074,0,10,"A disintegrin and metalloproteinase with thrombospondin motifs 1","Cathepsin"
"SMED30027848",0,3.88658997177233,1,0.028,0,84,"TRPM8 channel-associated factor 3","Parenchymal"
"SMED30027848",0,1.122083034316,0.993,0.023,0,34,"TRPM8 channel-associated factor 3","Parenchymal"
"SMED30027848",0,0.364965092984359,0.34,0.027,0,42,"TRPM8 channel-associated factor 3","Parenchymal"
"SMED30027919",0,0.833618653862815,0.572,0.001,0,55,NA,"Cathepsin"
"SMED30027968",0,0.251398311612744,0.232,0.019,0,67,"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2","Parenchymal"
"SMED30028063",0,0.334371393485494,0.298,0.008,0,23,"Plectin-1","Protonephridia"
"SMED30028142",0,0.457518268976652,0.348,0.005,0,17,NA,"Epidermis"
"SMED30028178",0,0.262276375888702,0.241,0.001,0,27,NA,"Cathepsin"
"SMED30028287",0,1.63628415831834,0.693,0.027,0,17,NA,"Epidermis"
"SMED30028311",0,0.386887870953297,0.564,0.174,0,9,"Spectrin beta chain","Muscle"
"SMED30028311",1.1782069526753e-118,0.302896298127393,0.466,0.185,3.96690498896248e-114,60,"Spectrin beta chain","Neural"
"SMED30028311",1.05671355765655e-134,0.324503529883549,0.458,0.185,3.55784887727385e-130,54,"Spectrin beta chain","Neural"
"SMED30028311",0,0.518627795078815,0.614,0.181,0,24,"Spectrin beta chain","Muscle"
"SMED30028311",0,0.309576096275206,0.46,0.159,0,0,"Spectrin beta chain","Muscle"
"SMED30028312",0,0.261681720193235,0.324,0.059,0,12,"Receptor-type tyrosine-protein phosphatase S","Neural"
"SMED30028312",0,0.658926099854454,0.471,0.063,0,61,"Receptor-type tyrosine-protein phosphatase S","Neural"
"SMED30028319",0,0.274256849968465,0.161,0,0,46,"Venom allergen-like (VAL) 9 protein","Parenchymal"
"SMED30028358",0,0.44950768523303,0.335,0.009,0,17,"Dyslexia-associated protein KIAA0319-like protein","Epidermis"
"SMED30028362",0,0.447095444876214,0.383,0.048,0,45,"Receptor-type tyrosine-protein phosphatase H","Cathepsin"
"SMED30028362",0,1.74079221473971,0.936,0.043,0,31,"Receptor-type tyrosine-protein phosphatase H","Cathepsin"
"SMED30028362",0,0.464219414163139,0.407,0.036,0,5,"Receptor-type tyrosine-protein phosphatase H","Cathepsin"
"SMED30028403",0,0.533724179555403,0.557,0.12,0,54,"Voltage-dependent calcium channel type A subunit alpha-1","Neural"
"SMED30028403",0,0.403005410997635,0.404,0.119,0,18,"Voltage-dependent calcium channel type A subunit alpha-1","Neural"
"SMED30028403",0,0.973015285476965,0.865,0.119,0,52,"Voltage-dependent calcium channel type A subunit alpha-1","Neural"
"SMED30028403",0,0.535104273008286,0.544,0.117,0,19,"Voltage-dependent calcium channel type A subunit alpha-1","Neural"
"SMED30028403",0,0.480810560747716,0.561,0.118,0,26,"Voltage-dependent calcium channel type A subunit alpha-1","Neural"
"SMED30028423",0,0.387573123163492,0.321,0.028,0,2,"Leishmanolysin-like peptidase","Epidermis"
"SMED30028425",0,0.71992524079354,0.504,0.004,0,23,"Anion exchange protein 2","Protonephridia"
"SMED30028449",4.50741925774886e-50,0.253537846554751,0.438,0.223,1.51760298989146e-45,67,"Vigilin","Parenchymal"
"SMED30028449",4.94033059224739e-67,0.335182733836927,0.585,0.223,1.66335990710377e-62,84,"Vigilin","Parenchymal"
"SMED30028449",1.52530190564173e-128,0.301198190475302,0.456,0.223,5.13553898610515e-124,42,"Vigilin","Parenchymal"
"SMED30028449",0,0.302930866749309,0.509,0.218,0,13,"Vigilin","Epidermis"
"SMED30028512",0,0.278046578948899,0.21,0,0,80,NA,"Pharynx"
"SMED30028562",2.70958171576044e-153,0.303943684823091,0.359,0.067,9.12289067879383e-149,81,"Phosphodiesterase","Neural"
"SMED30028575",0,0.359129307920855,0.343,0.029,0,41,"Serine/threonine-protein phosphatase","Neural"
"SMED30028603",0,0.55055940019814,0.447,0.003,0,42,"Venom allergen","Parenchymal"
"SMED30028623",0,0.291391461008308,0.303,0.013,0,3,NA,"Protonephridia"
"SMED30028681",0,0.251135008152845,0.265,0.045,0,29,"Zinc finger protein","Neural"
"SMED30028690",0,0.261489129446514,0.257,0.002,0,19,"kcnb","Neural"
"SMED30028696",0,0.396879580636212,0.362,0.01,0,27,"Plexin B-4","Cathepsin"
"SMED30028714",0,0.497329569336848,0.463,0.004,0,20,"Amiloride-sensitive sodium channel subunit gamma-2","Neural"
"SMED30028737",0,0.28345908285988,0.275,0.017,0,11,"Tubby-like protein","Protonephridia"
"SMED30028738",0,0.267004231234894,0.387,0.125,0,26,"Band 4.1-like protein 3","Neural"
"SMED30028738",3.4625046051787e-294,0.265378603345933,0.37,0.125,1.16579067551762e-289,27,"Band 4.1-like protein 3","Cathepsin"
"SMED30028789",0,1.08023558868035,0.559,0.008,0,21,"Intermediate filament protein","Epidermis"
"SMED30028890",0,0.323248879660066,0.34,0.052,0,27,"Neural cell adhesion molecule L1-like protein","Cathepsin"
"SMED30028912",0,0.476621918242825,0.262,0.005,0,40,"Syndecan","Intestine"
"SMED30028961",0,0.956933848646743,0.621,0.084,0,10,"Inosine-5'-monophosphate dehydrogenase 2","Cathepsin"
"SMED30029045",0,0.32641666600885,0.309,0.019,0,31,NA,"Cathepsin"
"SMED30029130",0,0.358175739095105,0.287,0.003,0,65,"Venom allergen","Neural"
"SMED30029159",0,0.299037033575522,0.244,0.006,0,17,NA,"Epidermis"
"SMED30029190",0,0.552346418741441,0.352,0.003,0,48,NA,"Neural"
"SMED30029195",0,0.252159274129603,0.245,0.028,0,5,"Dynamin","Cathepsin"
"SMED30029195",0,0.332200899531522,0.27,0.034,0,45,"Dynamin","Cathepsin"
"SMED30029235",4.53135925206761e-124,0.276904439369607,0.198,0.029,1.52566334657864e-119,78,"Carbamoyl-phosphate synthase [ammonia], mitochondrial","Parenchymal"
"SMED30029235",0,0.45956524040239,0.352,0.027,0,42,"Carbamoyl-phosphate synthase [ammonia], mitochondrial","Parenchymal"
"SMED30029235",0,0.364190488912632,0.326,0.028,0,66,"Carbamoyl-phosphate synthase [ammonia], mitochondrial","Parenchymal"
"SMED30029235",0,0.574795026326816,0.347,0.024,0,15,"Carbamoyl-phosphate synthase [ammonia], mitochondrial","Intestine"
"SMED30029235",0,0.60588461457553,0.383,0.028,0,67,"Carbamoyl-phosphate synthase [ammonia], mitochondrial","Parenchymal"
"SMED30029272",0,0.525419640827887,0.408,0.014,0,10,"slc6a-1","Cathepsin"
"SMED30029290",0,0.623560283225002,0.462,0.003,0,45,NA,"Cathepsin"
"SMED30029327",0,0.443660298954324,0.488,0.112,0,31,"slc8a-1","Cathepsin"
"SMED30029327",3.09214379862527e-293,0.260397434623697,0.387,0.113,1.04109389555914e-288,37,"slc8a-1","Neural"
"SMED30029327",0,0.272443193561583,0.39,0.112,0,26,"slc8a-1","Neural"
"SMED30029401",0,0.390582108690607,0.373,0.002,0,52,"Acetyl-coenzyme A synthetase","Neural"
"SMED30029432",0,0.64111602890454,0.622,0.089,0,0,NA,"Muscle"
"SMED30029432",2.70591846078841e-191,0.362247107446306,0.542,0.135,9.11055686562849e-187,73,NA,"Protonephridia"
"SMED30029432",0,0.401262219575115,0.557,0.123,0,9,NA,"Muscle"
"SMED30029432",0,0.275971020586399,0.43,0.133,0,24,NA,"Muscle"
"SMED30029442",0,0.796909530962787,0.564,0.011,0,63,"epidermal growth factor receptor 2","Neural"
"SMED30029471",0,0.550228841320856,0.311,0,0,83,"Collagen alpha-4(VI) chain","Pharynx"
"SMED30029539",0,0.372285485043902,0.326,0.049,0,56,"Protocadherin Fat 4","Neural"
"SMED30029602",0,0.46475046044093,0.436,0.001,0,58,"Neuropeptide-23","Neural"
"SMED30029617",0,0.445860323814965,0.427,0.02,0,37,NA,"Neural"
"SMED30029617",0,0.367362548474782,0.392,0.021,0,52,NA,"Neural"
"SMED30029625",0,0.310937256305346,0.3,0.01,0,10,"slc39a-1","Cathepsin"
"SMED30029626",0,0.698295666345347,0.38,0.001,0,68,"Metalloendopeptidase","Intestine"
"SMED30029665",3.08239420055841e-191,0.310992822917123,0.434,0.093,1.03781130338601e-186,73,"Cation-transporting ATPase","Protonephridia"
"SMED30029665",0,0.391807997741566,0.438,0.075,0,3,"Cation-transporting ATPase","Protonephridia"
"SMED30029668",0,0.346570950682328,0.394,0.051,0,12,"Adenylate kinase isoenzyme 5","Neural"
"SMED30029683",1.29394884853626e-80,0.289892713562375,0.372,0.18,4.35659637813674e-76,48,NA,"Neural"
"SMED30029683",0,0.300398261787502,0.425,0.178,0,18,NA,"Neural"
"SMED30029683",2.18488127343114e-181,0.682431127767223,0.523,0.18,7.35627675951531e-177,61,NA,"Neural"
"SMED30029683",0,0.32590993221049,0.517,0.178,0,26,NA,"Neural"
"SMED30029683",0,0.707278560262874,0.629,0.179,0,60,NA,"Neural"
"SMED30029683",0,0.828172173352032,0.868,0.178,0,52,NA,"Neural"
"SMED30029683",0,1.5922650341956,0.776,0.169,0,12,NA,"Neural"
"SMED30029761",0,0.276340513600636,0.295,0.008,0,37,"lhx1-5-1","Neural"
"SMED30029763",1.03876998362325e-35,0.36042314634461,0.476,0.295,3.4974346578611e-31,69,"histone H1","Parenchymal"
"SMED30029763",0,1.02377041417988,0.768,0.27,0,4,"histone H1","Stem Cells"
"SMED30029763",1.57561368152173e-23,0.340917731798991,0.529,0.295,5.3049337043155e-19,86,"histone H1","Neural"
"SMED30029763",9.76179500838127e-10,-0.254570279285234,0.205,0.296,3.28669876137189e-05,73,"histone H1","Protonephridia"
"SMED30029763",0,0.293893855870944,0.575,0.29,0,13,"histone H1","Epidermis"
"SMED30029763",2.45064554998516e-08,0.283220478699814,0.374,0.295,0.000825107850224505,75,"histone H1","Neural"
"SMED30029763",1.73784550034163e-22,0.29193994859422,0.471,0.295,5.85115201510024e-18,77,"histone H1","Neural"
"SMED30029763",3.29718305278056e-18,0.254721275685023,0.406,0.295,1.11012856204069e-13,64,"histone H1","Neural"
"SMED30029763",3.24890387800656e-176,0.505056024932638,0.653,0.294,1.09387344668603e-171,56,"histone H1","Neural"
"SMED30029763",1.81622218117864e-53,-0.314999941942712,0.112,0.296,6.11503846181035e-49,45,"histone H1","Cathepsin"
"SMED30029763",9.79098154616032e-25,0.304388518387136,0.5,0.295,3.29652557677672e-20,83,"histone H1","Pharynx"
"SMED30029767",0,2.00428663140931,0.649,0.01,0,36,"Lectin 2b","Parenchymal"
"SMED30029825",0,0.59226754972626,0.566,0.018,0,12,"Ankyrin-1","Neural"
"SMED30029825",0,0.25537963764259,0.279,0.026,0,20,"Ankyrin-1","Neural"
"SMED30029848",0,0.4314737137375,0.463,0.094,0,27,NA,"Cathepsin"
"SMED30029848",0,0.458718938634259,0.491,0.095,0,31,NA,"Cathepsin"
"SMED30029875",0,0.577160299407346,0.575,0.034,0,9,NA,"Muscle"
"SMED30029890",0,0.302744018469755,0.365,0.081,0,49,"Phosphoinositide phospholipase C","Neural"
"SMED30029890",0,0.609008870801818,0.523,0.08,0,60,"Phosphoinositide phospholipase C","Neural"
"SMED30029899",0,0.27115109720363,0.479,0.223,0,4,"slc25a-30","Stem Cells"
"SMED30029987",0,0.399818807224199,0.318,0.002,0,42,NA,"Parenchymal"
"SMED30030007",0,0.974026755546826,0.769,0.178,0,11,"Rootletin","Protonephridia"
"SMED30030007",0,0.430721510886376,0.581,0.169,0,3,"Rootletin","Protonephridia"
"SMED30030007",0,0.479659160057337,0.478,0.165,0,2,"Rootletin","Epidermis"
"SMED30030007",0,0.384760918074438,0.563,0.188,0,26,"Rootletin","Neural"
"SMED30030027",0,0.741408016049551,0.357,0.001,0,68,"Ast8 protein","Intestine"
"SMED30030055",0,0.335245348948796,0.368,0.04,0,71,"Protocadherin-1","Neural"
"SMED30030062",0,0.259559796762292,0.25,0.024,0,27,NA,"Cathepsin"
"SMED30030062",0,0.929551640467173,0.656,0.021,0,31,NA,"Cathepsin"
"SMED30030168",0,0.320884413809696,0.344,0.045,0,2,"Fibrillin-2","Epidermis"
"SMED30030168",0,0.36778909640961,0.381,0.062,0,10,"Fibrillin-2","Cathepsin"
"SMED30030180",0,0.460011766472418,0.424,0,0,87,NA,"Neural"
"SMED30030253",0,0.282769875181225,0.4,0.101,0,9,"Voltage-dependent L-type calcium channel subunit alpha","Muscle"
"SMED30030292",0,0.291370151235144,0.275,0.005,0,17,"Cytochrome P450","Epidermis"
"SMED30030360",0,0.477165221217707,0.512,0.057,0,37,"Voltage-dependent calcium channel subunit alpha-2/delta-3","Neural"
"SMED30030402",0,0.394512915964628,0.299,0.032,0,15,"Linear gramicidin synthetase subunit D","Intestine"
"SMED30030419",0,0.431284991042187,0.388,0.03,0,11,NA,"Protonephridia"
"SMED30030419",0,0.25017186920345,0.275,0.025,0,3,NA,"Protonephridia"
"SMED30030419",0,0.300007903134109,0.291,0.036,0,23,NA,"Protonephridia"
"SMED30030432",0,1.04889755062963,0.97,0.001,0,79,NA,"Neural"
"SMED30030455",0,0.254133545590709,0.276,0.032,0,35,"Tetraspanin","Neural"
"SMED30030455",0,0.26521754692817,0.294,0.028,0,12,"Tetraspanin","Neural"
"SMED30030455",0,0.262715994523688,0.286,0.025,0,7,"Tetraspanin","Neural"
"SMED30030482",0,0.464789397564182,0.416,0.015,0,27,"Receptor-type tyrosine-protein phosphatase O","Cathepsin"
"SMED30030496",0,0.466700613313236,0.428,0.001,0,31,NA,"Cathepsin"
"SMED30030540",0,1.34396418061881,0.589,0.01,0,33,NA,"Parenchymal"
"SMED30030561",0,0.821966342988553,0.786,0,0,87,NA,"Neural"
"SMED30030594",0,0.4209307425798,0.241,0.002,0,77,"Opsin","Neural"
"SMED30030663",0,0.291386023778204,0.361,0.101,0,2,NA,"Epidermis"
"SMED30030663",0,0.366276997855887,0.466,0.103,0,3,NA,"Protonephridia"
"SMED30030663",0,0.441526030813211,0.474,0.114,0,11,NA,"Protonephridia"
"SMED30030799",0,0.30930460000517,0.25,0.008,0,6,"Farnesoic acid O-methyltransferase","Intestine"
"SMED30030845",0,0.300454085495909,0.397,0.107,0,3,"Afadin af-6 protein","Protonephridia"
"SMED30030996",0,0.601510920844895,0.366,0.006,0,17,"hypothetical protein","Epidermis"
"SMED30031011",0,0.434637871594101,0.428,0.011,0,12,"Ankyrin-1","Neural"
"SMED30031079",0,0.378125579158289,0.357,0.022,0,31,"Leishmanolysin-like peptidase","Cathepsin"
"SMED30031132",0,1.28683518627897,0.998,0.002,0,81,NA,"Neural"
"SMED30031134",0,0.363319364579132,0.274,0.007,0,6,"slc13a-3","Intestine"
"SMED30031317",0,1.16528103519636,0.606,0.001,0,59,"Secreted peptide prohormone 19","Neural"
"SMED30031320",0,0.652169810698797,0.537,0.01,0,10,"Ankyrin repeat domain-containing protein","Cathepsin"
"SMED30031362",0,0.543650756059233,0.291,0,0,83,NA,"Pharynx"
"SMED30031370",0,0.677225773892629,0.546,0.009,0,19,"Serine/threonine-protein kinase par-1","Neural"
"SMED30031370",0,0.393523427093297,0.351,0.014,0,41,"Serine/threonine-protein kinase par-1","Neural"
"SMED30031405",0,0.259491044989692,0.242,0.016,0,2,NA,"Epidermis"
"SMED30031409",0,0.349645284135216,0.266,0.001,0,38,NA,"Neural"
"SMED30031417",0,0.300547103754511,0.311,0.015,0,3,"Protein amnionless","Protonephridia"
"SMED30031431",0,0.369012652969191,0.345,0.017,0,41,"FMRFamide activated amiloride sensitive sodium","Neural"
"SMED30031444",0,0.36430781099204,0.386,0.086,0,10,"Neural cell adhesion molecule 1","Cathepsin"
"SMED30031444",0,0.422634311793108,0.501,0.092,0,52,"Neural cell adhesion molecule 1","Neural"
"SMED30031463",0,0.326429701271688,0.348,0.076,0,4,"VASA-1","Stem Cells"
"SMED30031478",0,0.672368098132967,0.545,0.008,0,31,NA,"Cathepsin"
"SMED30031485",0,0.257840091558529,0.304,0.052,0,20,"Oxygen-regulated protein 1","Neural"
"SMED30031524",0,0.33817090824139,0.346,0.017,0,3,NA,"Protonephridia"
"SMED30031525",2.28655130899442e-105,0.253729780751473,0.206,0.084,7.69858960225331e-101,28,"Choline acetyltransferase","Neural"
"SMED30031525",5.59858476271687e-67,0.363926989785854,0.286,0.084,1.88498750375914e-62,77,"Choline acetyltransferase","Neural"
"SMED30031525",0,1.24884697661704,0.7,0.083,0,81,"Choline acetyltransferase","Neural"
"SMED30031525",0,1.11687196607077,0.611,0.067,0,8,"Choline acetyltransferase","Neural"
"SMED30031525",0,0.748194789854202,0.441,0.082,0,38,"Choline acetyltransferase","Neural"
