SmedID,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,tissue,annotations
SMED30008568,9.07E-111,0.348351867,0.664,0.353,2.54E-106,Parenchymal13,SMED30008568,Parenchymal,Cytoplasmic dynein 1 heavy chain 1
SMED30008568,4.63E-16,-0.271843367,0.133,0.365,1.30E-11,Parenchymal30,SMED30008568,Parenchymal,Cytoplasmic dynein 1 heavy chain 1
SMED30008568,7.05E-28,0.423408056,0.682,0.361,1.97E-23,Parenchymal32,SMED30008568,Parenchymal,Cytoplasmic dynein 1 heavy chain 1
SMED30008640,2.66E-128,0.489099104,0.393,0.066,7.45E-124,Parenchymal25,SMED30008640,Parenchymal,Receptor-type tyrosine-protein phosphatase F
SMED30009048,8.24E-10,-0.25336328,0.272,0.441,2.31E-05,Parenchymal27,SMED30009048,Parenchymal,Microtubule-actin cross-linking factor 1
SMED30009048,8.75E-07,-0.256799181,0.278,0.44,0.024510233,Parenchymal32,SMED30009048,Parenchymal,Microtubule-actin cross-linking factor 1
SMED30009048,8.83E-293,0.610814155,0.778,0.421,2.47E-288,Parenchymal3,SMED30009048,Parenchymal,Microtubule-actin cross-linking factor 1
SMED30009048,1.77E-27,-0.387315819,0.178,0.442,4.97E-23,Parenchymal24,SMED30009048,Parenchymal,Microtubule-actin cross-linking factor 1
SMED30009076,4.52E-249,0.558599125,0.581,0.203,1.27E-244,Parenchymal11,SMED30009076,Parenchymal,"Actin, cytoplasmic 2"
SMED30009242,0,0.261464484,0.28,0.006,0,Parenchymal24,SMED30009242,Parenchymal,NA
SMED30009277,2.27E-75,0.317405174,0.428,0.099,6.35E-71,Parenchymal30,SMED30009277,Parenchymal,Viral A-type inclusion protein
SMED30009457,0,1.258625519,0.534,0.038,0,Parenchymal16,SMED30009457,Parenchymal,reticulocalbin-1
SMED30009662,0,0.358531928,0.273,0.002,0,Parenchymal32,SMED30009662,Parenchymal,NA
SMED30009723,0,1.876782748,0.718,0.022,0,Parenchymal16,SMED30009723,Parenchymal,NA
SMED30009776,0,0.595899874,0.636,0.184,0,Parenchymal11,SMED30009776,Parenchymal,Collagen alpha 1(IV) chain
SMED30009865,9.02E-284,1.172012554,0.77,0.037,2.53E-279,Parenchymal34,SMED30009865,Parenchymal,NA
SMED30009865,0,2.052469181,0.968,0.031,0,Parenchymal30,SMED30009865,Parenchymal,NA
SMED30009865,0,0.711382866,0.997,0.019,0,Parenchymal17,SMED30009865,Parenchymal,NA
SMED30009891,0,0.349180293,0.352,0.005,0,Parenchymal13,SMED30009891,Parenchymal,Peptidase inhibitor 16
SMED30009956,7.79E-78,0.597455479,0.633,0.215,2.18E-73,Parenchymal30,SMED30009956,Parenchymal,Expressed conserved protein
SMED30009956,0,0.536630011,0.636,0.197,0,Parenchymal3,SMED30009956,Parenchymal,Expressed conserved protein
SMED30010071,2.23E-121,0.346426093,0.385,0.056,6.25E-117,Parenchymal30,SMED30010071,Parenchymal,Sodium/potassium-transporting ATPase subunit alpha
SMED30010180,0,0.659394894,0.532,0.032,0,Parenchymal30,SMED30010180,Parenchymal,NA
SMED30010239,3.16E-71,0.252523349,0.311,0.078,8.86E-67,Parenchymal21,SMED30010239,Parenchymal,NA
SMED30010239,8.17E-87,0.401508081,0.392,0.078,2.29E-82,Parenchymal30,SMED30010239,Parenchymal,NA
SMED30010375,2.70E-12,0.330041594,0.555,0.379,7.56E-08,Parenchymal31,SMED30010375,Parenchymal,cytochrome c oxidase subunit I
SMED30010499,0,0.720551976,0.683,0.19,0,Parenchymal11,SMED30010499,Parenchymal,NA
SMED30010519,6.96E-253,0.725590283,0.554,0.064,1.95E-248,Parenchymal28,SMED30010519,Parenchymal,Cadherin EGF LAG seven-pass G-type receptor 1
SMED30010523,7.29E-14,-0.296748202,0.493,0.68,2.04E-09,Parenchymal30,SMED30010523,Parenchymal,NA
SMED30010561,0,0.911569834,0.347,0.038,0,Parenchymal9,SMED30010561,Parenchymal,NA
SMED30010682,0,1.204207318,0.496,0.008,0,Parenchymal16,SMED30010682,Parenchymal,NA
SMED30010835,2.34E-292,0.3261135,0.299,0.021,6.56E-288,Parenchymal21,SMED30010835,Parenchymal,Cadherin-23
SMED30010855,2.20E-221,0.4288068,0.461,0.067,6.16E-217,Parenchymal21,SMED30010855,Parenchymal,Receptor-type tyrosine-protein phosphatase S
SMED30010932,0,0.277832606,0.287,0.001,0,Parenchymal34,SMED30010932,Parenchymal,"Daphnid bacterial-ribosomal-RNA-like, possible HGT"
SMED30011012,0,0.401191379,0.573,0.025,0,Parenchymal7,SMED30011012,Parenchymal,Lectin 2b
SMED30011012,0,3.27568766,1,0.039,0,Parenchymal27,SMED30011012,Parenchymal,Lectin 2b
SMED30011041,4.05E-39,0.397152662,0.329,0.175,1.13E-34,Parenchymal15,SMED30011041,Parenchymal,Endoplasmin
SMED30011041,3.04E-98,0.684083871,0.603,0.175,8.51E-94,Parenchymal27,SMED30011041,Parenchymal,Endoplasmin
SMED30011307,0,0.301989895,0.178,0.001,0,Parenchymal14,SMED30011307,Parenchymal,NA
SMED30011418,0,2.416351301,1,0.078,0,Parenchymal24,SMED30011418,Parenchymal,Venom allergen
SMED30011418,0,1.651534217,0.996,0.059,0,Parenchymal12,SMED30011418,Parenchymal,Venom allergen
SMED30011669,0,0.424671807,0.424,0.024,0,Parenchymal30,SMED30011669,Parenchymal,NA
SMED30011701,0,0.387473422,0.403,0.077,0,Parenchymal11,SMED30011701,Parenchymal,Filamin
SMED30011827,0,0.400311503,0.467,0.093,0,Parenchymal11,SMED30011827,Parenchymal,Prefoldin
SMED30011858,0,0.855964026,0.707,0.028,0,Parenchymal24,SMED30011858,Parenchymal,Venom allergen
SMED30011858,0,0.543757739,0.504,0.021,0,Parenchymal12,SMED30011858,Parenchymal,Venom allergen
SMED30012309,1.89E-40,0.374044355,0.865,0.796,5.30E-36,Parenchymal9,SMED30012309,Parenchymal,NA
SMED30012309,1.58E-49,0.644892436,0.885,0.797,4.41E-45,Parenchymal18,SMED30012309,Parenchymal,NA
SMED30012309,8.53E-37,-0.391480078,0.676,0.802,2.39E-32,Parenchymal15,SMED30012309,Parenchymal,NA
SMED30012309,3.73E-18,-0.27249806,0.694,0.801,1.04E-13,Parenchymal17,SMED30012309,Parenchymal,NA
SMED30012309,3.90E-20,-0.412844368,0.728,0.8,1.09E-15,Parenchymal24,SMED30012309,Parenchymal,NA
SMED30012309,1.78E-09,-0.305605175,0.741,0.799,4.98E-05,Parenchymal26,SMED30012309,Parenchymal,NA
SMED30012309,3.63E-05,0.331006687,0.891,0.798,1,Parenchymal33,SMED30012309,Parenchymal,NA
SMED30012309,6.12E-40,0.254546431,0.908,0.795,1.71E-35,Parenchymal13,SMED30012309,Parenchymal,NA
SMED30012309,2.69E-11,0.279106985,0.858,0.798,7.53E-07,Parenchymal31,SMED30012309,Parenchymal,NA
SMED30012371,0,0.968061201,0.543,0.024,0,Parenchymal15,SMED30012371,Parenchymal,Calumenin-B
SMED30012371,1.49E-292,0.668542491,0.441,0.034,4.18E-288,Parenchymal29,SMED30012371,Parenchymal,Calumenin-B
SMED30012371,0,0.710216902,0.899,0.031,0,Parenchymal31,SMED30012371,Parenchymal,Calumenin-B
SMED30012409,1.90E-88,0.279179101,0.358,0.085,5.32E-84,Parenchymal21,SMED30012409,Parenchymal,NA
SMED30012409,1.21E-126,0.456074463,0.482,0.085,3.38E-122,Parenchymal30,SMED30012409,Parenchymal,NA
SMED30012522,1.88E-29,0.290026669,0.446,0.194,5.27E-25,Parenchymal28,SMED30012522,Parenchymal,Ankyrin-2
SMED30012748,4.89E-116,0.607046435,0.734,0.216,1.37E-111,Parenchymal30,SMED30012748,Parenchymal,Ankyrin repeat protein
SMED30012748,1.90E-180,0.344261586,0.488,0.206,5.32E-176,Parenchymal3,SMED30012748,Parenchymal,Ankyrin repeat protein
SMED30013228,0,0.510620341,0.622,0.162,0,Parenchymal11,SMED30013228,Parenchymal,Ryanodine receptor 2
SMED30013320,0,0.477464573,0.548,0.139,0,Parenchymal11,SMED30013320,Parenchymal,Collagen alpha-1(IV) chain
SMED30013580,0,0.313656986,0.291,0.009,0,Parenchymal30,SMED30013580,Parenchymal,NA
SMED30013674,0,0.34539215,0.361,0.02,0,Parenchymal24,SMED30013674,Parenchymal,Hox class homeodomain protein DjAbd-Bb
SMED30013734,0,0.573932317,0.544,0.004,0,Parenchymal13,SMED30013734,Parenchymal,Venom allergen
SMED30013735,1.89E-10,0.343654026,0.804,0.494,5.28E-06,Parenchymal33,SMED30013735,Parenchymal,Elongation factor 1-alpha 1
SMED30013735,7.26E-16,-0.308111805,0.326,0.496,2.03E-11,Parenchymal24,SMED30013735,Parenchymal,Elongation factor 1-alpha 1
SMED30013735,3.70E-57,0.263165943,0.724,0.487,1.04E-52,Parenchymal13,SMED30013735,Parenchymal,Elongation factor 1-alpha 1
SMED30013735,2.54E-13,0.287309672,0.712,0.493,7.11E-09,Parenchymal32,SMED30013735,Parenchymal,Elongation factor 1-alpha 1
SMED30013735,2.29E-18,-0.352285316,0.237,0.497,6.40E-14,Parenchymal30,SMED30013735,Parenchymal,Elongation factor 1-alpha 1
SMED30013735,1.62E-30,0.506093589,0.749,0.492,4.53E-26,Parenchymal31,SMED30013735,Parenchymal,Elongation factor 1-alpha 1
SMED30013735,4.03E-32,0.312132578,0.67,0.491,1.13E-27,Parenchymal18,SMED30013735,Parenchymal,Elongation factor 1-alpha 1
SMED30013791,3.90E-260,0.87725881,0.7,0.117,1.09E-255,Parenchymal25,SMED30013791,Parenchymal,C-type lectin-like protein
SMED30013976,0,0.6711885,0.61,0.006,0,Parenchymal13,SMED30013976,Parenchymal,NA
SMED30014140,1.68E-23,0.273199674,0.616,0.376,4.70E-19,Parenchymal25,SMED30014140,Parenchymal,TNF receptor-associated factor-2-like protein B
SMED30014283,5.27E-296,0.277512064,0.343,0.056,1.47E-291,Parenchymal13,SMED30014283,Parenchymal,Nebulin-related-anchoring protein
SMED30014501,1.23E-200,0.273716942,0.295,0.063,3.45E-196,Parenchymal11,SMED30014501,Parenchymal,Collagen alpha-1(XV) chain
SMED30014501,3.13E-186,0.408520978,0.473,0.067,8.76E-182,Parenchymal26,SMED30014501,Parenchymal,Collagen alpha-1(XV) chain
SMED30015353,0,0.844760897,0.795,0.236,0,Parenchymal11,SMED30015353,Parenchymal,Twitchin
SMED30015353,2.21E-19,-0.259505259,0.061,0.258,6.19E-15,Parenchymal24,SMED30015353,Parenchymal,Twitchin
SMED30015413,0,0.373927647,0.448,0.093,0,Parenchymal11,SMED30015413,Parenchymal,Ras-related protein Rab-28
SMED30015512,0,0.290114177,0.313,0.001,0,Parenchymal32,SMED30015512,Parenchymal,Venom allergen
SMED30015575,2.01E-24,-0.30365921,0.046,0.275,5.64E-20,Parenchymal24,SMED30015575,Parenchymal,Collagen-like protein 2
SMED30015575,0,0.830565116,0.774,0.255,0,Parenchymal11,SMED30015575,Parenchymal,Collagen-like protein 2
SMED30015575,6.30E-43,-0.259519601,0.088,0.278,1.76E-38,Parenchymal12,SMED30015575,Parenchymal,Collagen-like protein 2
SMED30015584,8.11E-46,0.408081178,0.652,0.307,2.27E-41,Parenchymal28,SMED30015584,Parenchymal,"Spectrin beta chain, erythrocytic"
SMED30015808,1.80E-16,0.287331897,0.823,0.671,5.03E-12,Parenchymal25,SMED30015808,Parenchymal,TNF receptor-associated factor-2-like protein A
SMED30015808,2.77E-136,0.375977681,0.854,0.663,7.76E-132,Parenchymal3,SMED30015808,Parenchymal,TNF receptor-associated factor-2-like protein A
SMED30016078,1.29E-27,0.340058677,0.449,0.196,3.61E-23,Parenchymal31,SMED30016078,Parenchymal,Actin
SMED30016142,0,0.474085046,0.368,0.002,0,Parenchymal34,SMED30016142,Parenchymal,NA
SMED30016281,1.20E-06,-0.265713254,0.304,0.447,0.033561159,Parenchymal31,SMED30016281,Parenchymal,Myosin
SMED30016281,3.08E-46,-0.584533915,0.087,0.451,8.63E-42,Parenchymal24,SMED30016281,Parenchymal,Myosin
SMED30016281,2.71E-19,-0.359739017,0.176,0.449,7.58E-15,Parenchymal27,SMED30016281,Parenchymal,Myosin
SMED30016281,2.80E-77,-0.478294959,0.17,0.455,7.84E-73,Parenchymal12,SMED30016281,Parenchymal,Myosin
SMED30016281,1.31E-67,-0.392748809,0.175,0.455,3.68E-63,Parenchymal13,SMED30016281,Parenchymal,Myosin
SMED30016281,0,1.195035611,0.878,0.431,0,Parenchymal11,SMED30016281,Parenchymal,Myosin
SMED30016281,2.42E-20,-0.262691757,0.201,0.449,6.79E-16,Parenchymal23,SMED30016281,Parenchymal,Myosin
SMED30016281,2.36E-12,-0.344216828,0.254,0.448,6.61E-08,Parenchymal28,SMED30016281,Parenchymal,Myosin
SMED30016281,8.95E-14,-0.271413948,0.273,0.448,2.51E-09,Parenchymal21,SMED30016281,Parenchymal,Myosin
SMED30016281,6.84E-11,-0.263095487,0.259,0.448,1.92E-06,Parenchymal30,SMED30016281,Parenchymal,Myosin
SMED30016328,0,1.113278002,0.852,0.15,0,Parenchymal21,SMED30016328,Parenchymal,Cubilin
SMED30016458,2.59E-148,0.344071055,0.312,0.037,7.26E-144,Parenchymal25,SMED30016458,Parenchymal,NA
SMED30016760,0,0.428877431,0.493,0.088,0,Parenchymal11,SMED30016760,Parenchymal,Endoplasmin
SMED30016950,1.29E-39,0.268371968,0.446,0.195,3.62E-35,Parenchymal23,SMED30016950,Parenchymal,Dystrophins A:C:F:G:H
SMED30016976,0,0.260091232,0.204,0.001,0,Parenchymal16,SMED30016976,Parenchymal,NA
SMED30017388,0,0.64301051,0.657,0.149,0,Parenchymal11,SMED30017388,Parenchymal,Collagen alpha-2(I) chain
SMED30017410,1.88E-304,0.328029447,0.335,0.018,5.27E-300,Parenchymal30,SMED30017410,Parenchymal,Peptidoglycan recognition protein C
SMED30017516,0,0.861191836,0.839,0.289,0,Parenchymal11,SMED30017516,Parenchymal,Collagen alpha 1(V) chain
SMED30017516,9.82E-29,-0.336618101,0.048,0.311,2.75E-24,Parenchymal24,SMED30017516,Parenchymal,Collagen alpha 1(V) chain
SMED30017516,5.12E-49,-0.286638522,0.103,0.314,1.43E-44,Parenchymal12,SMED30017516,Parenchymal,Collagen alpha 1(V) chain
SMED30017663,3.06E-214,0.422790683,0.452,0.066,8.57E-210,Parenchymal21,SMED30017663,Parenchymal,Myoferlin
SMED30017683,4.71E-126,0.307942688,0.313,0.037,1.32E-121,Parenchymal30,SMED30017683,Parenchymal,Ankyrin-1
SMED30017725,0,0.582085037,0.425,0.002,0,Parenchymal34,SMED30017725,Parenchymal,NA
SMED30017945,0,0.590476951,0.624,0.147,0,Parenchymal11,SMED30017945,Parenchymal,Collagen alpha-2(I) chain
SMED30018084,3.99E-199,0.369702093,0.391,0.014,1.12E-194,Parenchymal33,SMED30018084,Parenchymal,NA
SMED30018300,0,0.288560588,0.291,0.013,0,Parenchymal30,SMED30018300,Parenchymal,slc42a-2
SMED30018324,8.47E-115,0.29808346,0.321,0.043,2.37E-110,Parenchymal27,SMED30018324,Parenchymal,Voltage-dependent T-type calcium channel subunit alpha
SMED30018324,0,0.269538941,0.318,0.037,0,Parenchymal13,SMED30018324,Parenchymal,Voltage-dependent T-type calcium channel subunit alpha
SMED30018331,0,0.812961933,0.624,0.008,0,Parenchymal13,SMED30018331,Parenchymal,Peptidase inhibitor 16
SMED30018527,0,0.262340857,0.295,0.025,0,Parenchymal12,SMED30018527,Parenchymal,Guanylate cyclase
SMED30018527,1.53E-306,0.317977424,0.372,0.03,4.27E-302,Parenchymal24,SMED30018527,Parenchymal,Guanylate cyclase
SMED30018637,4.41E-65,0.267834508,0.79,0.568,1.23E-60,Parenchymal13,SMED30018637,Parenchymal,Heat shock cognate 71 kDa protein
SMED30018637,2.72E-21,-0.352183713,0.306,0.577,7.62E-17,Parenchymal30,SMED30018637,Parenchymal,Heat shock cognate 71 kDa protein
SMED30018637,1.51E-10,0.321914313,0.826,0.574,4.24E-06,Parenchymal33,SMED30018637,Parenchymal,Heat shock cognate 71 kDa protein
SMED30018643,0,0.743457855,0.712,0.153,0,Parenchymal11,SMED30018643,Parenchymal,Collagen alpha-2(I) chain
SMED30018781,0,0.785183066,0.998,0.042,0,Parenchymal8,SMED30018781,Parenchymal,Venom allergen
SMED30018781,0,0.660414069,0.707,0.068,0,Parenchymal23,SMED30018781,Parenchymal,Venom allergen
SMED30018781,0,2.972862068,1,0.067,0,Parenchymal26,SMED30018781,Parenchymal,Venom allergen
SMED30019187,0,0.656073539,0.622,0.059,0,Parenchymal30,SMED30019187,Parenchymal,Growth regulation by estrogen in breast cancer 1
SMED30019373,3.44E-41,0.287032557,0.415,0.141,9.63E-37,Parenchymal28,SMED30019373,Parenchymal,ELKS:Rab6 interacting:CAST family
SMED30019424,0,0.335091684,0.363,0.002,0,Parenchymal23,SMED30019424,Parenchymal,NA
SMED30019509,0,0.307957415,0.316,0.002,0,Parenchymal13,SMED30019509,Parenchymal,NA
SMED30019617,0,0.539553802,0.304,0.001,0,Parenchymal33,SMED30019617,Parenchymal,NA
SMED30019680,0,0.350194376,0.264,0.001,0,Parenchymal18,SMED30019680,Parenchymal,mmp2 protein
SMED30019908,6.67E-84,0.464094799,0.279,0.044,1.87E-79,Parenchymal28,SMED30019908,Parenchymal,PKD1L-3
SMED30019930,0,0.44793202,0.327,0.001,0,Parenchymal18,SMED30019930,Parenchymal,mmp1 protein
SMED30019938,2.78E-57,0.292492497,0.315,0.03,7.79E-53,Parenchymal33,SMED30019938,Parenchymal,Transcription activator BRG1
SMED30019948,0,1.274635257,1,0.004,0,Parenchymal22,SMED30019948,Parenchymal,NA
SMED30020306,4.03E-231,0.373968032,0.309,0.08,1.13E-226,Parenchymal3,SMED30020306,Parenchymal,NA
SMED30020306,0,1.250635915,0.727,0.086,0,Parenchymal30,SMED30020306,Parenchymal,NA
SMED30020371,0,0.768231871,0.687,0.185,0,Parenchymal11,SMED30020371,Parenchymal,Hemicentin 1
SMED30020535,0,0.461054044,0.457,0.001,0,Parenchymal33,SMED30020535,Parenchymal,NA
SMED30020726,3.20E-34,-1.730803665,0.079,0.291,8.95E-30,Parenchymal18,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,9.48E-71,-1.791629108,0.04,0.294,2.66E-66,Parenchymal13,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,2.99E-13,-1.636270642,0.14,0.288,8.38E-09,Parenchymal22,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,4.72E-18,-1.505358765,0.193,0.29,1.32E-13,Parenchymal10,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.04E-14,-1.771635034,0.04,0.288,2.92E-10,Parenchymal32,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,0,4.231078786,1,0.268,0,Parenchymal15,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.18E-223,-0.511984988,0.639,0.268,3.32E-219,Parenchymal3,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,0,0.503367015,0.996,0.21,0,Parenchymal1,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,2.22E-25,-1.609682564,0.182,0.291,6.23E-21,Parenchymal7,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,6.81E-18,-1.726414211,0.062,0.288,1.91E-13,Parenchymal27,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.56E-43,-1.645586156,0.153,0.293,4.38E-39,Parenchymal4,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.67E-22,-1.095344426,0.135,0.29,4.68E-18,Parenchymal16,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,2.98E-30,-1.64136221,0.16,0.291,8.36E-26,Parenchymal8,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,2.53E-16,-1.58838191,0.223,0.289,7.07E-12,Parenchymal5,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,2.80E-89,-1.712021326,0.198,0.303,7.83E-85,Parenchymal0,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,4.35E-26,-1.732930834,0.05,0.289,1.22E-21,Parenchymal23,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,7.74E-06,-1.292123083,0.171,0.287,0.216740017,Parenchymal28,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,4.32E-10,-1.263367287,0.165,0.288,1.21E-05,Parenchymal21,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,2.16E-51,-1.522377956,0.102,0.293,6.06E-47,Parenchymal9,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,5.04E-14,-1.378421882,0.087,0.288,1.41E-09,Parenchymal29,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.87E-22,-1.750891768,0.048,0.289,5.24E-18,Parenchymal26,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.55E-06,-1.700372769,0.065,0.287,0.043422044,Parenchymal33,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,4.15E-12,-1.598321415,0.171,0.288,1.16E-07,Parenchymal19,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,4.36E-28,-1.618290309,0.174,0.291,1.22E-23,Parenchymal6,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.57E-65,-1.75855066,0.053,0.294,4.39E-61,Parenchymal12,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.69E-31,-1.612006886,0.185,0.292,4.75E-27,Parenchymal2,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.44E-27,-1.642653631,0.148,0.291,4.02E-23,Parenchymal14,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.86E-15,-1.623410347,0.171,0.289,5.20E-11,Parenchymal17,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,1.40E-25,-1.735982592,0.051,0.289,3.91E-21,Parenchymal24,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020726,4.42E-18,-1.632096551,0.054,0.288,1.24E-13,Parenchymal30,SMED30020726,Parenchymal,Collagen alpha-1(VII) chain
SMED30020839,1.90E-90,0.260872156,0.359,0.079,5.33E-86,Parenchymal24,SMED30020839,Parenchymal,MAP kinase-activating death domain protein
SMED30021016,1.27E-169,0.251491405,0.28,0.03,3.55E-165,Parenchymal24,SMED30021016,Parenchymal,Rho guanine nucleotide exchange factor 16
SMED30021099,0,0.463959775,0.32,0.003,0,Parenchymal16,SMED30021099,Parenchymal,NA
SMED30021105,4.71E-40,0.268280635,0.421,0.184,1.32E-35,Parenchymal21,SMED30021105,Parenchymal,Tubulin alpha-2/alpha-4 chain
SMED30021405,2.05E-134,0.439520843,0.453,0.082,5.75E-130,Parenchymal25,SMED30021405,Parenchymal,Fibrillin-1
SMED30021589,6.41E-213,0.447912228,0.475,0.052,1.80E-208,Parenchymal30,SMED30021589,Parenchymal,Agrin
SMED30021613,5.27E-245,0.592907952,0.576,0.097,1.47E-240,Parenchymal21,SMED30021613,Parenchymal,Nesprin-1
SMED30021654,0,1.085593639,0.896,0.043,0,Parenchymal24,SMED30021654,Parenchymal,TRPM8 channel-associated factor 2
SMED30021654,0,0.805022978,0.716,0.031,0,Parenchymal12,SMED30021654,Parenchymal,TRPM8 channel-associated factor 2
SMED30021826,1.24E-90,0.372890332,0.66,0.446,3.48E-86,Parenchymal3,SMED30021826,Parenchymal,NA
SMED30021826,2.46E-20,-0.297697623,0.318,0.46,6.88E-16,Parenchymal15,SMED30021826,Parenchymal,NA
SMED30021826,3.11E-21,0.457368107,0.655,0.454,8.70E-17,Parenchymal25,SMED30021826,Parenchymal,NA
SMED30021874,0,0.260686254,0.252,0.009,0,Parenchymal30,SMED30021874,Parenchymal,Caveolin
SMED30021938,0,1.815852684,0.954,0.014,0,Parenchymal34,SMED30021938,Parenchymal,NA
SMED30022187,2.57E-146,0.287138216,0.361,0.055,7.19E-142,Parenchymal24,SMED30022187,Parenchymal,Epithelial splicing regulatory protein 2
SMED30022187,0,0.281659154,0.348,0.049,0,Parenchymal12,SMED30022187,Parenchymal,Epithelial splicing regulatory protein 2
SMED30022187,3.70E-119,0.284663549,0.355,0.056,1.04E-114,Parenchymal26,SMED30022187,Parenchymal,Epithelial splicing regulatory protein 2
SMED30022344,1.05E-60,0.256500923,0.281,0.054,2.93E-56,Parenchymal30,SMED30022344,Parenchymal,FERM domain containing-1
SMED30022414,4.08E-56,0.360718546,0.5,0.162,1.14E-51,Parenchymal30,SMED30022414,Parenchymal,Ankyrin-1
SMED30022678,0,0.365560281,0.374,0.024,0,Parenchymal21,SMED30022678,Parenchymal,Semaphorin-like protein
SMED30022681,4.91E-63,0.313923379,0.338,0.075,1.37E-58,Parenchymal30,SMED30022681,Parenchymal,"Dynein heavy chain 7, axonemal"
SMED30022858,0,0.278046343,0.241,0.001,0,Parenchymal34,SMED30022858,Parenchymal,NA
SMED30022870,1.18E-109,0.289785982,0.272,0.033,3.30E-105,Parenchymal28,SMED30022870,Parenchymal,NA
SMED30022897,0,0.29935896,0.299,0.003,0,Parenchymal13,SMED30022897,Parenchymal,TRPM8 channel-associated factor 2
SMED30023110,0,0.517054723,0.544,0.105,0,Parenchymal11,SMED30023110,Parenchymal,Filamin-A
SMED30023331,1.17E-19,0.260855477,0.631,0.411,3.28E-15,Parenchymal25,SMED30023331,Parenchymal,Transposon Ty3-G Gag-Pol polyprotein
SMED30023331,3.30E-68,0.258336914,0.586,0.404,9.25E-64,Parenchymal3,SMED30023331,Parenchymal,Transposon Ty3-G Gag-Pol polyprotein
SMED30023693,0,0.939103297,0.489,0.007,0,Parenchymal16,SMED30023693,Parenchymal,NA
SMED30023860,0,0.493890332,0.565,0.126,0,Parenchymal11,SMED30023860,Parenchymal,Paramyosin
SMED30023882,1.42E-103,0.586842152,0.574,0.192,3.97E-99,Parenchymal21,SMED30023882,Parenchymal,Rootletin
SMED30023882,7.53E-144,0.701523193,0.746,0.192,2.11E-139,Parenchymal28,SMED30023882,Parenchymal,Rootletin
SMED30024188,0,0.420630093,0.411,0.004,0,Parenchymal13,SMED30024188,Parenchymal,Venom allergen
SMED30024211,3.20E-41,-0.266496163,0.128,0.327,8.97E-37,Parenchymal13,SMED30024211,Parenchymal,Muscle M-line assembly protein unc-89
SMED30024211,0,0.908852732,0.87,0.301,0,Parenchymal11,SMED30024211,Parenchymal,Muscle M-line assembly protein unc-89
SMED30024211,2.15E-57,-0.318258652,0.094,0.328,6.03E-53,Parenchymal12,SMED30024211,Parenchymal,Muscle M-line assembly protein unc-89
SMED30024211,1.76E-29,-0.358767879,0.056,0.324,4.92E-25,Parenchymal24,SMED30024211,Parenchymal,Muscle M-line assembly protein unc-89
SMED30024219,0,1.246248746,0.624,0.004,0,Parenchymal27,SMED30024219,Parenchymal,Lipase
SMED30024388,0,0.615392908,0.587,0.007,0,Parenchymal13,SMED30024388,Parenchymal,NA
SMED30024584,0,0.672800226,0.575,0.007,0,Parenchymal13,SMED30024584,Parenchymal,Cysteine-rich venom protein 2
SMED30024729,7.05E-81,0.28649254,0.392,0.174,1.97E-76,Parenchymal13,SMED30024729,Parenchymal,NA
SMED30024979,1.87E-12,-0.258748262,0.083,0.265,5.23E-08,Parenchymal27,SMED30024979,Parenchymal,"Intracellular protein transport protein USO1, putative"
